PCS_ID,Category,Physical_Effect,Type,Size,Brand,Model_Name,Model_Number,Product_Reference,Availability,Image,Publication,PCS_Level,Price_USD,Year,Target_Body,Angle_Horizontal,Distance_Horizontal,Distance_Vertical,Plug_Power,Research_Center,Country,Context,Posture,Manikin_Company,Manikin_Type,Manikin_Gender,Manikin_Body_Segments,Control_Method,Baseline_Ta,Baseline_MRT,Baseline_RH,Baseline_V,Baseline_Tsk_All,Baseline_Tsk_Head,Baseline_Tsk_Chest,Baseline_Tsk_Back,Baseline_Tsk_Pelvis,Baseline_Tsk_Left_Upper_Arm,Baseline_Tsk_Right_Upper_Arm,Baseline_Tsk_Left_Forearm,Baseline_Tsk_Right_Forearm,Baseline_Tsk_Left_Hand,Baseline_Tsk_Right_Hand,Baseline_Tsk_Left_Thigh,Baseline_Tsk_Right_Thigh,Baseline_Tsk_Left_Lower_Leg,Baseline_Tsk_Right_Lower_Leg,Baseline_Tsk_Left_Foot,Baseline_Tsk_Right_Foot,Baseline_P_All,Baseline_P_Head,Baseline_P_Chest,Baseline_P_Back,Baseline_P_Pelvis,Baseline_P_Left_Upper_Arm,Baseline_P_Right_Upper_Arm,Baseline_P_Left_Forearm,Baseline_P_Right_Forearm,Baseline_P_Left_Hand,Baseline_P_Right_Hand,Baseline_P_Left_Thigh,Baseline_P_Right_Thigh,Baseline_P_Left_Lower_Leg,Baseline_P_Right_Lower_Leg,Baseline_P_Left_Foot,Baseline_P_Right_Foot,PCS_Ta,PCS_MRT,PCS_RH,PCS_V,PCS_Tsk_All,PCS_Tsk_Head,PCS_Tsk_Chest,PCS_Tsk_Back,PCS_Tsk_Pelvis,PCS_Tsk_Left_Upper_Arm,PCS_Tsk_Right_Upper_Arm,PCS_Tsk_Left_Forearm,PCS_Tsk_Right_Forearm,PCS_Tsk_Left_Hand,PCS_Tsk_Right_Hand,PCS_Tsk_Left_Thigh,PCS_Tsk_Right_Thigh,PCS_Tsk_Left_Lower_Leg,PCS_Tsk_Right_Lower_Leg,PCS_Tsk_Left_Foot,PCS_Tsk_Right_Foot,PCS_P_All,PCS_P_Head,PCS_P_Chest,PCS_P_Back,PCS_P_Pelvis,PCS_P_Left_Upper_Arm,PCS_P_Right_Upper_Arm,PCS_P_Left_Forearm,PCS_P_Right_Forearm,PCS_P_Left_Hand,PCS_P_Right_Hand,PCS_P_Left_Thigh,PCS_P_Right_Thigh,PCS_P_Left_Lower_Leg,PCS_P_Right_Lower_Leg,PCS_P_Left_Foot,PCS_P_Right_Foot,Delta_Teq_All,Delta_Teq_Head,Delta_Teq_Chest,Delta_Teq_Back,Delta_Teq_Pelvis,Delta_Teq_Left_Upper_Arm,Delta_Teq_Right_Upper_Arm,Delta_Teq_Left_Forearm,Delta_Teq_Right_Forearm,Delta_Teq_Left_Hand,Delta_Teq_Right_Hand,Delta_Teq_Left_Thigh,Delta_Teq_Right_Thigh,Delta_Teq_Left_Lower_Leg,Delta_Teq_Right_Lower_Leg,Delta_Teq_Left_Foot,Delta_Teq_Right_Foot,Delta_P_All,Delta_P_Head,Delta_P_Chest,Delta_P_Back,Delta_P_Pelvis,Delta_P_Left_Upper_Arm,Delta_P_Right_Upper_Arm,Delta_P_Left_Forearm,Delta_P_Right_Forearm,Delta_P_Left_Hand,Delta_P_Right_Hand,Delta_P_Left_Thigh,Delta_P_Right_Thigh,Delta_P_Left_Lower_Leg,Delta_P_Right_Lower_Leg,Delta_P_Left_Foot,Delta_P_Right_Foot,Clo_All,Clo_Head,Clo_Chest,Clo_Back,Clo_Pelvis,Clo_Left_Upper_Arm,Clo_Right_Upper_Arm,Clo_Left_Forearm,Clo_Right_Forearm,Clo_Left_Hand,Clo_Right_Hand,Clo_Left_Thigh,Clo_Right_Thigh,Clo_Left_Lower_Leg,Clo_Right_Lower_Leg,Clo_Left_Foot,Clo_Right_Foot,MRT,Air_Temperature,RH,Vel
8,Cooling,Convective,Standing fan,,Dyson,Dyson Cool tower fan,,https://www.dyson.com.au/dyson-cool-tower-fan-white-silver,Market-ready,ID8_standing_fan_front.png,,1.0,,2024.0,Trunk,270.0,150.0,,56.0,The University of Sydney,Australia,Office,Sitting,PT Manikins,Thermal,Female,22.0,TskControl34,22.1,22.3,49.02,0.15,34.0,33.99,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,76.72,47.93,45.0,64.07,57.66,68.84,72.14,84.06,96.18,122.52,113.6,93.0,95.12,93.8,98.56,66.9,66.88,22.0,22.3,45.22,0.09,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,106.78,67.26,50.13,115.44,64.08,89.56,107.16,108.74,129.04,158.42,138.54,131.88,128.47,131.6,138.64,69.62,70.42,-4.63,-2.65,-1.38,-9.33,-1.31,-3.55,-5.73,-3.47,-4.03,-3.46,-2.59,-4.96,-4.11,-4.76,-4.8,-0.48,-0.63,30.06,19.33,5.13,51.37,6.42,20.72,35.02,24.68,32.86,35.9,24.94,38.88,33.35,37.8,40.08,2.72,3.54,0.4,0.54,1.44,0.68,0.99,0.71,0.59,0.34,0.16,0.03,0.01,0.15,0.16,0.2,0.24,0.72,0.71,,,,
8,Cooling,Convective,Standing fan,,Dyson,Dyson Cool tower fan,,https://www.dyson.com.au/dyson-cool-tower-fan-white-silver,Market-ready,ID8_standing_fan_front.png,,0.5,,2024.0,Trunk,270.0,150.0,,56.0,The University of Sydney,Australia,Office,Sitting,PT Manikins,Thermal,Female,22.0,TskControl34,22.1,22.3,49.02,0.15,34.0,33.99,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,76.72,47.93,45.0,64.07,57.66,68.84,72.14,84.06,96.18,122.52,113.6,93.0,95.12,93.8,98.56,66.9,66.88,21.9,22.2,43.1,0.12,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,97.6,63.22,48.28,105.84,54.3,85.9,94.74,99.36,114.34,157.94,142.48,117.17,116.18,116.32,122.48,66.4,66.92,-3.21,-1.95,-0.89,-7.65,0.69,-2.93,-3.7,-2.15,-2.23,-3.41,-3.0,-3.06,-2.59,-2.84,-2.87,0.09,-0.01,20.88,15.29,3.28,41.77,-3.36,17.06,22.6,15.3,18.16,35.42,28.88,24.17,21.06,22.52,23.92,-0.5,0.04,0.4,0.54,1.44,0.68,0.99,0.71,0.59,0.34,0.16,0.03,0.01,0.15,0.16,0.2,0.24,0.72,0.71,,,,
8,Cooling,Convective,Standing fan,,Dyson,Dyson Cool tower fan,,https://www.dyson.com.au/dyson-cool-tower-fan-white-silver,Market-ready,ID8_standing_fan_front.png,,0.75,,2024.0,Trunk,270.0,150.0,,56.0,The University of Sydney,Australia,Office,Sitting,PT Manikins,Thermal,Female,22.0,TskControl34,22.1,22.3,49.02,0.15,34.0,33.99,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,76.72,47.93,45.0,64.07,57.66,68.84,72.14,84.06,96.18,122.52,113.6,93.0,95.12,93.8,98.56,66.9,66.88,21.9,22.2,44.28,0.06,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,107.86,65.93,50.64,115.62,62.78,91.52,106.5,110.28,127.86,164.18,149.94,133.05,126.82,136.38,144.02,70.4,73.16,-4.79,-2.32,-1.52,-9.38,-1.05,-3.89,-5.63,-3.68,-3.89,-4.02,-3.78,-5.11,-3.91,-5.36,-5.45,-0.62,-1.11,31.14,18.0,5.64,51.55,5.12,22.68,34.36,26.22,31.68,41.66,36.34,40.05,31.7,42.58,45.46,3.5,6.28,0.4,0.54,1.44,0.68,0.99,0.71,0.59,0.34,0.16,0.03,0.01,0.15,0.16,0.2,0.24,0.72,0.71,,,,
8,Cooling,Convective,Standing fan,,Dyson,Dyson Cool tower fan,,https://www.dyson.com.au/dyson-cool-tower-fan-white-silver,Market-ready,ID8_standing_fan_front.png,,0.75,,2024.0,Trunk,180.0,150.0,,56.0,The University of Sydney,Australia,Office,Sitting,PT Manikins,Thermal,Female,22.0,TskControl34,22.2,22.2,50.04,0.13,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,77.48,40.95,43.9,66.96,58.34,66.36,75.66,85.64,101.76,133.62,117.24,95.33,97.99,92.72,97.5,64.7,65.7,22.3,22.4,65.82,0.05,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,33.02,34.0,34.0,34.0,34.0,34.0,34.0,34.0,118.86,50.29,75.69,100.14,74.64,111.64,101.92,164.24,202.46,203.16,206.94,178.04,152.96,117.56,119.96,63.3,64.3,-6.3,-1.19,-8.52,-5.97,-3.3,-8.05,-4.1,-10.83,-11.68,-6.14,-9.03,-10.42,-6.84,-3.16,-2.72,0.26,0.25,41.38,9.34,31.79,33.19,16.3,45.28,26.26,78.6,100.7,69.54,89.7,82.71,54.97,24.84,22.46,-1.4,-1.4,0.4,0.54,1.44,0.68,0.99,0.71,0.59,0.34,0.16,0.03,0.01,0.15,0.16,0.2,0.24,0.72,0.71,,,,
8,Cooling,Convective,Standing fan,,Dyson,Dyson Cool tower fan,,https://www.dyson.com.au/dyson-cool-tower-fan-white-silver,Market-ready,ID8_standing_fan_front.png,,0.75,,2024.0,Trunk,225.0,150.0,,56.0,The University of Sydney,Australia,Office,Sitting,PT Manikins,Thermal,Female,22.0,TskControl34,22.2,22.2,50.04,0.13,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,77.48,40.95,43.9,66.96,58.34,66.36,75.66,85.64,101.76,133.62,117.24,95.33,97.99,92.72,97.5,64.7,65.7,22.3,22.3,56.35,0.02,33.9,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,31.36,31.24,34.0,34.0,34.0,34.0,34.0,34.0,114.16,55.29,54.21,104.7,72.94,106.7,90.4,155.78,179.58,204.96,215.36,167.68,137.14,124.12,124.18,64.62,63.58,-5.59,-2.66,-2.81,-6.68,-2.95,-7.17,-2.3,-9.66,-9.02,-6.3,-9.88,-9.21,-4.88,-4.0,-3.23,0.01,0.38,36.68,14.34,10.31,37.75,14.6,40.34,14.74,70.14,77.82,71.34,98.12,72.35,39.15,31.4,26.68,-0.08,-2.12,0.4,0.54,1.44,0.68,0.99,0.71,0.59,0.34,0.16,0.03,0.01,0.15,0.16,0.2,0.24,0.72,0.71,,,,
8,Cooling,Convective,Standing fan,,Dyson,Dyson Cool tower fan,,https://www.dyson.com.au/dyson-cool-tower-fan-white-silver,Market-ready,ID8_standing_fan_front.png,,0.5,,2024.0,Trunk,180.0,150.0,,56.0,The University of Sydney,Australia,Office,Sitting,PT Manikins,Thermal,Female,22.0,TskControl34,22.2,22.2,50.04,0.13,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,77.48,40.95,43.9,66.96,58.34,66.36,75.66,85.64,101.76,133.62,117.24,95.33,97.99,92.72,97.5,64.7,65.7,22.2,22.4,72.4,0.12,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,33.98,34.0,34.0,34.0,34.0,34.0,34.0,34.0,110.68,48.93,69.69,93.12,70.9,104.4,95.54,148.74,181.74,196.92,177.94,166.41,140.95,111.44,112.62,64.54,62.64,-5.06,-0.9,-6.92,-4.71,-2.54,-6.76,-3.1,-8.69,-9.27,-5.59,-6.11,-9.01,-5.38,-2.38,-1.83,0.03,0.55,33.2,7.97,25.79,26.16,12.56,38.04,19.88,63.1,79.98,63.3,60.7,71.08,42.96,18.72,15.12,-0.16,-3.06,0.4,0.54,1.44,0.68,0.99,0.71,0.59,0.34,0.16,0.03,0.01,0.15,0.16,0.2,0.24,0.72,0.71,,,,
8,Cooling,Convective,Standing fan,,Dyson,Dyson Cool tower fan,,https://www.dyson.com.au/dyson-cool-tower-fan-white-silver,Market-ready,ID8_standing_fan_front.png,,0.5,,2024.0,Trunk,225.0,150.0,,56.0,The University of Sydney,Australia,Office,Sitting,PT Manikins,Thermal,Female,22.0,TskControl34,22.2,22.2,50.04,0.13,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,77.48,40.95,43.9,66.96,58.34,66.36,75.66,85.64,101.76,133.62,117.24,95.33,97.99,92.72,97.5,64.7,65.7,22.2,22.2,55.96,0.09,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,32.72,33.44,34.0,34.0,34.0,34.0,34.0,34.0,105.06,52.55,52.55,95.92,67.3,99.84,82.06,140.88,161.16,203.6,213.1,146.53,124.22,114.94,112.8,65.16,62.0,-4.2,-2.3,-2.36,-5.11,-1.81,-5.95,-1.0,-7.61,-6.89,-6.18,-9.65,-6.55,-3.3,-2.83,-1.85,-0.08,0.66,27.58,11.59,8.65,28.96,8.96,33.48,6.4,55.24,59.4,69.98,95.86,51.2,26.23,22.22,15.3,0.46,-3.7,0.4,0.54,1.44,0.68,0.99,0.71,0.59,0.34,0.16,0.03,0.01,0.15,0.16,0.2,0.24,0.72,0.71,,,,
8,Cooling,Convective,Standing fan,,Dyson,Dyson Cool tower fan,,https://www.dyson.com.au/dyson-cool-tower-fan-white-silver,Market-ready,ID8_standing_fan_front.png,,0.25,,2024.0,Trunk,225.0,150.0,,56.0,The University of Sydney,Australia,Office,Sitting,PT Manikins,Thermal,Female,22.0,TskControl34,22.2,22.2,50.04,0.13,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,77.48,40.95,43.9,66.96,58.34,66.36,75.66,85.64,101.76,133.62,117.24,95.33,97.99,92.72,97.5,64.7,65.7,22.1,22.2,53.42,0.02,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,91.68,48.57,48.3,87.89,58.18,90.84,75.22,121.62,131.64,183.34,161.28,122.88,106.68,97.94,95.28,65.04,60.86,-2.16,-1.42,-1.22,-3.66,0.03,-4.35,0.07,-4.96,-3.46,-4.39,-4.43,-3.58,-1.08,-0.66,0.27,-0.06,0.87,14.2,7.62,4.4,20.93,-0.16,24.48,-0.44,35.98,29.88,49.72,44.04,27.55,8.69,5.22,-2.22,0.34,-4.84,0.4,0.54,1.44,0.68,0.99,0.71,0.59,0.34,0.16,0.03,0.01,0.15,0.16,0.2,0.24,0.72,0.71,,,,
8,Cooling,Convective,Standing fan,,Dyson,Dyson Cool tower fan,,https://www.dyson.com.au/dyson-cool-tower-fan-white-silver,Market-ready,ID8_standing_fan_front.png,,0.0,,2024.0,Trunk,180.0,150.0,,56.0,The University of Sydney,Australia,Office,Sitting,PT Manikins,Thermal,Female,22.0,TskControl34,22.2,22.2,50.04,0.13,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,77.48,40.95,43.9,66.96,58.34,66.36,75.66,85.64,101.76,133.62,117.24,95.33,97.99,92.72,97.5,64.7,65.7,22.2,22.4,54.52,0.13,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,81.88,46.86,51.43,73.35,58.46,85.14,67.58,118.34,125.94,149.6,128.82,102.0,92.22,88.52,90.06,62.22,61.54,-0.67,-0.41,-2.04,-1.3,-0.02,-3.34,1.26,-4.51,-2.8,-1.41,-1.17,-1.03,0.53,0.53,0.9,0.45,0.75,4.4,5.91,7.53,6.39,0.12,18.78,-8.08,32.7,24.18,15.98,11.58,6.67,-5.77,-4.2,-7.44,-2.48,-4.16,0.4,0.54,1.44,0.68,0.99,0.71,0.59,0.34,0.16,0.03,0.01,0.15,0.16,0.2,0.24,0.72,0.71,,,,
8,Cooling,Convective,Standing fan,,Dyson,Dyson Cool tower fan,,https://www.dyson.com.au/dyson-cool-tower-fan-white-silver,Market-ready,ID8_standing_fan_front.png,,1.0,,2024.0,Trunk,225.0,150.0,,56.0,The University of Sydney,Australia,Office,Sitting,PT Manikins,Thermal,Female,22.0,TskControl34,22.2,22.2,50.04,0.13,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,77.48,40.95,43.9,66.96,58.34,66.36,75.66,85.64,101.76,133.62,117.24,95.33,97.99,92.72,97.5,64.7,65.7,22.3,22.3,54.9,0.12,33.9,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,31.6,31.6,34.0,34.0,34.0,34.0,34.0,34.0,112.84,56.54,54.44,106.79,70.2,104.88,90.66,150.28,176.42,204.78,214.94,161.61,137.18,120.2,117.84,62.98,64.28,-5.39,-3.03,-2.87,-7.04,-2.4,-6.85,-2.34,-8.91,-8.66,-6.28,-9.83,-8.43,-4.84,-3.5,-2.46,0.31,0.26,35.36,15.58,10.54,39.83,11.86,38.52,15.0,64.64,74.66,71.16,97.7,66.28,39.19,27.48,20.34,-1.72,-1.42,0.4,0.54,1.44,0.68,0.99,0.71,0.59,0.34,0.16,0.03,0.01,0.15,0.16,0.2,0.24,0.72,0.71,,,,
8,Cooling,Convective,Standing fan,,Dyson,Dyson Cool tower fan,,https://www.dyson.com.au/dyson-cool-tower-fan-white-silver,Market-ready,ID8_standing_fan_front.png,,1.0,,2024.0,Trunk,180.0,150.0,,56.0,The University of Sydney,Australia,Office,Sitting,PT Manikins,Thermal,Female,22.0,TskControl34,22.2,22.2,50.04,0.13,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,77.48,40.95,43.9,66.96,58.34,66.36,75.66,85.64,101.76,133.62,117.24,95.33,97.99,92.72,97.5,64.7,65.7,22.3,22.3,55.99,0.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,33.78,34.0,34.0,34.0,34.0,34.0,34.0,34.0,117.76,52.46,74.52,100.57,74.78,111.72,99.58,160.48,195.28,202.4,192.72,179.67,151.52,115.16,115.46,63.36,63.0,-6.13,-1.82,-8.21,-6.07,-3.33,-8.07,-3.73,-10.31,-10.84,-6.07,-7.6,-10.66,-6.63,-2.86,-2.17,0.24,0.48,40.28,11.51,30.62,33.61,16.44,45.36,23.92,74.84,93.52,68.78,75.48,84.34,53.53,22.44,17.96,-1.34,-2.7,0.4,0.54,1.44,0.68,0.99,0.71,0.59,0.34,0.16,0.03,0.01,0.15,0.16,0.2,0.24,0.72,0.71,,,,
8,Cooling,Convective,Standing fan,,Dyson,Dyson Cool tower fan,,https://www.dyson.com.au/dyson-cool-tower-fan-white-silver,Market-ready,ID8_standing_fan_front.png,,0.0,,2024.0,Trunk,225.0,150.0,,56.0,The University of Sydney,Australia,Office,Sitting,PT Manikins,Thermal,Female,22.0,TskControl34,22.2,22.2,50.04,0.13,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,77.48,40.95,43.9,66.96,58.34,66.36,75.66,85.64,101.76,133.62,117.24,95.33,97.99,92.72,97.5,64.7,65.7,22.2,22.2,52.06,0.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,81.34,45.88,45.7,80.14,56.36,81.1,71.16,102.1,107.3,135.54,137.18,97.09,96.28,89.88,93.02,65.5,63.1,-0.59,-0.9,-0.51,-2.37,0.4,-2.62,0.7,-2.27,-0.64,-0.17,-2.01,-0.39,0.15,0.36,0.54,-0.15,0.47,3.86,4.93,1.8,13.18,-1.98,14.74,-4.5,16.46,5.54,1.92,19.94,1.76,-1.71,-2.84,-4.48,0.8,-2.6,0.4,0.54,1.44,0.68,0.99,0.71,0.59,0.34,0.16,0.03,0.01,0.15,0.16,0.2,0.24,0.72,0.71,,,,
8,Cooling,Convective,Standing fan,,Dyson,Dyson Cool tower fan,,https://www.dyson.com.au/dyson-cool-tower-fan-white-silver,Market-ready,ID8_standing_fan_front.png,,0.25,,2024.0,Trunk,180.0,150.0,,56.0,The University of Sydney,Australia,Office,Sitting,PT Manikins,Thermal,Female,22.0,TskControl34,22.2,22.2,50.04,0.13,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,77.48,40.95,43.9,66.96,58.34,66.36,75.66,85.64,101.76,133.62,117.24,95.33,97.99,92.72,97.5,64.7,65.7,22.3,22.3,66.24,0.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,95.22,46.82,60.99,81.48,62.98,94.0,79.14,133.66,146.9,157.36,147.42,136.02,118.57,99.38,99.1,63.36,61.1,-2.7,-0.53,-4.6,-2.7,-0.94,-4.91,-0.54,-6.62,-5.23,-2.1,-3.04,-5.2,-2.59,-0.85,-0.19,0.24,0.83,17.74,5.87,17.09,14.52,4.64,27.64,3.48,48.02,45.14,23.74,30.18,40.69,20.58,6.66,1.6,-1.34,-4.6,0.4,0.54,1.44,0.68,0.99,0.71,0.59,0.34,0.16,0.03,0.01,0.15,0.16,0.2,0.24,0.72,0.71,,,,
8,Cooling,Convective,Standing fan,,Dyson,Dyson Cool tower fan,,https://www.dyson.com.au/dyson-cool-tower-fan-white-silver,Market-ready,ID8_standing_fan_front.png,,0.25,,2024.0,Trunk,180.0,150.0,,56.0,The University of Sydney,Australia,Office,Sitting,PT Manikins,Thermal,Female,22.0,TskControl34,25.4,25.2,56.77,0.08,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,55.82,29.03,32.18,50.17,43.26,48.9,54.26,59.7,69.12,85.26,83.22,68.87,70.09,68.4,68.36,49.66,48.26,24.9,25.0,54.5,0.07,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,71.34,35.71,41.05,61.88,46.18,75.04,60.96,100.94,96.22,122.82,109.82,105.38,87.22,77.54,72.58,47.52,44.54,-2.42,-1.3,-2.44,-2.18,-0.59,-4.66,-1.08,-6.02,-3.41,-3.84,-2.78,-4.76,-2.16,-1.16,-0.54,0.38,0.67,15.52,6.68,8.87,11.71,2.92,26.14,6.7,41.24,27.1,37.56,26.6,36.51,17.13,9.14,4.22,-2.14,-3.72,0.4,0.54,1.44,0.68,0.99,0.71,0.59,0.34,0.16,0.03,0.01,0.15,0.16,0.2,0.24,0.72,0.71,,,,
8,Cooling,Convective,Standing fan,,Dyson,Dyson Cool tower fan,,https://www.dyson.com.au/dyson-cool-tower-fan-white-silver,Market-ready,ID8_standing_fan_front.png,,0.0,,2024.0,Trunk,270.0,150.0,,56.0,The University of Sydney,Australia,Office,Sitting,PT Manikins,Thermal,Female,22.0,TskControl34,25.4,25.2,56.77,0.08,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,55.82,29.03,32.18,50.17,43.26,48.9,54.26,59.7,69.12,85.26,83.22,68.87,70.09,68.4,68.36,49.66,48.26,25.4,25.4,52.23,0.17,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,59.42,34.29,29.75,65.25,34.88,53.98,56.6,59.86,73.72,89.6,88.22,69.22,72.04,71.72,70.92,47.52,46.2,-0.56,-1.45,0.64,-2.68,1.69,-0.9,-0.38,-0.02,-0.58,-0.44,-0.52,-0.06,-0.23,-0.42,-0.33,0.38,0.37,3.6,5.26,-2.43,15.08,-8.38,5.08,2.34,0.16,4.6,4.34,5.0,0.35,1.95,3.32,2.56,-2.14,-2.06,0.4,0.54,1.44,0.68,0.99,0.71,0.59,0.34,0.16,0.03,0.01,0.15,0.16,0.2,0.24,0.72,0.71,,,,
8,Cooling,Convective,Standing fan,,Dyson,Dyson Cool tower fan,,https://www.dyson.com.au/dyson-cool-tower-fan-white-silver,Market-ready,ID8_standing_fan_front.png,,1.0,,2024.0,Trunk,225.0,150.0,,56.0,The University of Sydney,Australia,Office,Sitting,PT Manikins,Thermal,Female,22.0,TskControl34,25.4,25.2,56.77,0.08,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,55.82,29.03,32.18,50.17,43.26,48.9,54.26,59.7,69.12,85.26,83.22,68.87,70.09,68.4,68.36,49.66,48.26,24.9,25.1,54.5,0.08,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,86.56,42.85,43.33,79.17,51.64,86.16,67.0,120.44,120.36,195.44,184.0,118.99,104.43,92.34,89.66,48.82,46.3,-4.8,-2.57,-3.06,-5.12,-1.69,-6.64,-2.05,-8.86,-6.46,-11.26,-10.55,-6.47,-4.27,-3.05,-2.71,0.15,0.35,30.74,13.82,11.15,29.0,8.38,37.26,12.74,60.74,51.24,110.18,100.78,50.12,34.34,23.94,21.3,-0.84,-1.96,0.4,0.54,1.44,0.68,0.99,0.71,0.59,0.34,0.16,0.03,0.01,0.15,0.16,0.2,0.24,0.72,0.71,,,,
8,Cooling,Convective,Standing fan,,Dyson,Dyson Cool tower fan,,https://www.dyson.com.au/dyson-cool-tower-fan-white-silver,Market-ready,ID8_standing_fan_front.png,,0.5,,2024.0,Trunk,180.0,150.0,,56.0,The University of Sydney,Australia,Office,Sitting,PT Manikins,Thermal,Female,22.0,TskControl34,25.4,25.2,56.77,0.08,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,55.82,29.03,32.18,50.17,43.26,48.9,54.26,59.7,69.12,85.26,83.22,68.87,70.09,68.4,68.36,49.66,48.26,25.0,25.2,54.18,0.13,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,77.14,38.83,43.23,69.21,48.5,82.54,65.62,109.92,104.54,127.36,117.8,115.5,95.99,81.14,74.38,46.86,48.74,-3.33,-1.75,-3.04,-3.51,-1.06,-5.99,-1.82,-7.33,-4.46,-4.3,-3.62,-6.05,-3.24,-1.62,-0.77,0.49,-0.09,21.32,9.8,11.05,19.04,5.24,33.64,11.36,50.22,35.42,42.1,34.58,46.63,25.9,12.74,6.02,-2.8,0.48,0.4,0.54,1.44,0.68,0.99,0.71,0.59,0.34,0.16,0.03,0.01,0.15,0.16,0.2,0.24,0.72,0.71,,,,
